Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
Urban Park Rangers,Fort Greene Conservancy,04/13/2019 11:00:00 AM,Brooklyn,Nature Center,Fort Greene Visitor Center,Fort Greene Easter Egg Hunt,Local Event,Family Festival,Play,383,Adults
Recreation,Public Theater Mobile Unit,04/15/2019 01:00:00 PM,Queens,Recreation Center,Roy Wilkins Recreation Center,The Tempest,Open House,Arts/Culture,AC&F,70,General Public
Recreation,Harlem Little League,04/15/2019 05:00:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Jackie Robinson Day,Community Based Event,Arts/Culture,Lecture/Panel/Talk,21,Children;#Teens
Urban Park Rangers,PS 108,04/16/2019 09:45:00 AM,Queens,Park,Highland Park,Arbor Day,Community Based Event,Academic/Out of School time,,70,Children
Recreation,Strictly Tango,04/17/2019 07:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Strictly Tango Series,Agency Produced Event,Arts/Culture,Dance,60,Young Adult;#Adults;#Seniors
Public Programs,Red Hook Recreation Center,04/18/2019 12:00:00 AM,Brooklyn,Recreation Center,Red Hook Recreation Center,Earth Day Festival,Local Event,Family Festival,Play,150,Children
Recreation,,04/19/2019 02:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Thomas Jefferson Easter Egg Bunny Hop,Local Event,Family Festival,Play,150,Tot;#Children
Recreation,,04/19/2019 03:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,An Easter Egg-perience,Agency Produced Event,Family Festival,Play,195,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public
Recreation,,04/19/2019 03:30:00 PM,Manhattan,Park,J. Hood Wright Park,Easter Egg Hunt,Local Event,Family Festival,,355,Children;#Young Adult;#Adults;#Seniors;#General Public
Recreation,,04/19/2019 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired: Andy Warhol,Agency Produced Event,Arts/Culture,,25,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors;#Adaptive
Recreation,,04/20/2019 12:00:00 AM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Billiards 8 Ball Challenge,Tournament/Competition,Arts/Culture,,13,Adults;#Young Adult
Recreation,,04/20/2019 10:00:00 AM,Staten Island,Park,Ocean Breeze Track & Field Athletic Complex,,Community Based Event,Arts/Culture,,100,General Public
Recreation,,04/20/2019 10:00:00 AM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Fit Mania,Open House,Fitness,,35,Young Adult;#Adults
Urban Park Rangers,National Parks Service,04/20/2019 10:00:00 AM,Queens,Nature Center,Jamaica Bay Wildlife Refuge,Junior Ranger Day,Agency Produced Event,Family Festival,Play,31,Children
Recreation,,04/20/2019 11:00:00 AM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Bunny Wonderland,Local Event,Family Festival,,175,Children;#Tot;#Teens;#Adults;#Young Adult
Recreation,NY Presbyterian,04/20/2019 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Open House,Fitness,Fitness,15,General Public
Recreation,,04/20/2019 12:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Easter Bunny Extravaganza,Agency Produced Event,Family Festival,,159,Children;#Tot
Recreation,,04/20/2019 12:00:00 PM,Manhattan,Park,Chelsea Park,Play Mobile,Community Based Event,Mobile Unit,Play,100,Tot;#Children;#Teens
Urban Park Rangers,,04/20/2019 12:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Earth Day- Learn and Play,Local Event,Family Festival,,10,General Public
Recreation,,04/22/2019 11:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Earth Day,Community Based Event,Academic/Out of School time,,100,Children;#Young Adult;#Adults;#Teens;#Seniors;#Adaptive;#General Public
Recreation,,04/22/2019 12:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Recfor Life: Spring Break Open House,Open House,Academic/Out of School time,,200,Young Adult;#Teens
Urban Park Rangers,Office of Council Member Vanessa L. Gibson,04/22/2019 02:00:00 PM,Bronx,Park,Mullaly Park,District 16 Earth Day Celebration,Community Based Event,Family Festival,,42,General Public
Recreation,Public Theater Mobile Unit,04/23/2019 07:00:00 PM,Queens,Recreation Center,A.R.R.O.W. Field House,The Tempest,Open House,Arts/Culture,AC&F,0,General Public
Recreation,Councilman Deutsch,04/23/2019 08:00:00 PM,Brooklyn,Other,Manhattan Beach Parking Lot,Beauty and the Beast(2017),Community Based Event,Mobile Unit,M.U.T.S,200,General Public
Recreation,,04/24/2019 06:00:00 AM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By,Agency Produced Event,Arts/Culture,,31,General Public
Recreation,,04/24/2019 10:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,MakerFaire,Agency Produced Event,Arts/Culture,,200,Children
Recreation,Strictly Tango,04/24/2019 07:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Strictly Tango Series,Agency Produced Event,Arts/Culture,Dance,26,Young Adult;#Adults;#Seniors
Urban Park Rangers,NYC Parks,04/25/2019 09:00:00 AM,Brooklyn,Park,Prospect Park,Bring Your Kids to Work Day,Agency Produced Event,Family Festival,Play,22,Children;#Adults;#Teens
Recreation,,04/25/2019 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Latin Hustle,Agency Produced Event,Arts/Culture,Dance,54,General Public
Recreation,,04/25/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Jazz and Swing Tonight We Dance,Agency Produced Event,Arts/Culture,AC&F,95,General Public
Recreation,NYCPARKS,04/26/2019 10:00:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,Health And Wellness Fitness Expo,Community Based Event,Fitness,Fitness,43,Young Adult;#Adults;#Seniors
Urban Park Rangers,Faber Recreation and Riverworks,04/26/2019 10:30:00 AM,Staten Island,Recreation Center,Faber Park Recreation Center,Arbor Day,Community Based Event,Academic/Out of School time,,17,General Public
Recreation,,04/26/2019 04:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Final Four Fridays,Tournament/Competition,Sport,Tier 1,36,Children;#Teens
Recreation,,04/26/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Art Inspired by Raul Martinez,Agency Produced Event,Arts/Culture,,12,General Public
Recreation,Media Education,04/26/2019 06:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,Roc The Mic,Local Event,Performance,Music,18,Young Adult;#Children
Recreation,,04/27/2019 09:00:00 AM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Thomas Jefferson 8 Ball Billiards Tournament,Tournament/Competition,Performance,,30,Adults
Recreation,,04/27/2019 10:00:00 AM,Bronx,Recreation Center,Hunts Point Recreation Center,Fernando Retirement Block party,Local Event,Family Festival,,150,General Public
Urban Park Rangers,The Friends of Forest Park and The Forest Park Trust,04/27/2019 10:00:00 AM,Queens,Park,Forest Park,Earth Day Beautification,Community Based Event,Family Festival,,60,General Public
Recreation,Council Member Robert Holden,04/27/2019 11:00:00 AM,Queens,Park,Juniper Valley Park,Easter Festival at Juniper Valley,Agency Produced Event,Family Festival,,2000,General Public
Recreation,,04/27/2019 12:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Ultimate Teen Boot Camp Challenge,Tournament/Competition,Fitness,,50,Teens;#Young Adult
Recreation,Jazz Foundation,04/27/2019 01:00:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Make Your Mark: Character Design Workshop,Agency Produced Event,Arts/Culture,AC&F,4,General Public
Recreation,,04/27/2019 02:00:00 PM,Manhattan,Recreation Center,Recreation Center 54,KEEN Operation Child Safe ID,Community Based Event,Sport,Fitness,50,Teens;#Young Adult
Urban Park Rangers,,04/28/2019 12:00:00 AM,Staten Island,Park,Tompkinsville Park,St. George Earth Day,Community Based Event,Family Festival,,60,General Public
Aquatics,,04/28/2019 09:00:00 AM,Queens,Recreation Center,Flushing Meadows Corona Park Pool & Rink,High Point 3,Tournament/Competition,Sport,Tier 1,1288,Children;#General Public
Recreation,Strictly Tango,05/01/2019 07:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Strictly Tango Series,Agency Produced Event,Arts/Culture,Dance,29,General Public
Recreation,,05/02/2019 06:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,Shape-Up: Silent Disco,Agency Produced Event,Fitness,Dance,185,General Public
Recreation,Jazz Foundation,05/02/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Jazz Concert,Agency Produced Event,Arts/Culture,AC&F,65,General Public
Recreation,Jazz Foundation,05/03/2019 06:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,Jazz Concert,Agency Produced Event,Arts/Culture,AC&F,69,General Public
Recreation,,05/04/2019 11:00:00 AM,Bronx,Park,Pelham Bay Park,Learn To Ride,Agency Produced Event,Family Festival,,5,Children
Recreation,,05/04/2019 11:00:00 AM,Queens,Park,Springfield Park,Learn to Ride,Open House,Fitness,Fitness,3,Children;#Teens;#Young Adult
Urban Park Rangers,Urban Park Rangers,05/04/2019 01:00:00 PM,Manhattan,Park,Highbridge Park,Urban Wildlife Festival,Agency Produced Event,Family Festival,,1250,General Public
Recreation,,05/04/2019 09:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Table Tennis Challenge,Tournament/Competition,Sport,,12,General Public
Aquatics,,05/05/2019 09:45:00 AM,Queens,Recreation Center,Flushing Meadows Corona Park Pool & Rink,Masters Meet,Tournament/Competition,Sport,Tier 1,254,Young Adult;#Adults;#Seniors
Recreation,,05/06/2019 09:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,May Open House Week,Open House,Fitness,,150,General Public
Recreation,,05/08/2019 01:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,May Flowers: A Mother's Day Painting Workshop,Agency Produced Event,Arts/Culture,,20,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public
Recreation,Jazz Foundation,05/08/2019 02:00:00 PM,Queens,Recreation Center,Roy Wilkins Recreation Center,Jazz Foundation concert with Alvin Flythe,Open House,Arts/Culture,AC&F,60,General Public
Recreation,Art Students League,05/08/2019 06:00:00 PM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Water Color Workshop,Open House,Arts/Culture,AC&F,23,General Public
Urban Park Rangers,College Of Staten Island,05/09/2019 02:00:00 PM,Staten Island,School,College of Staten Island,College of Staten Island Career Fair,Open House,Academic/Out of School time,,40,Young Adult;#Adults;#Teens
Recreation,Jazz Foundation,05/09/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Jazz Concert,Agency Produced Event,Arts/Culture,AC&F,70,General Public
Recreation,,05/10/2019 08:30:00 AM,Brooklyn,Park,Sunset Park,Crazy Rich Asians(2018),Community Based Event,Mobile Unit,M.U.T.S,75,General Public
Aquatics,Brooklyn Recreation,05/10/2019 09:00:00 AM,Brooklyn,Recreation Center,Brownsville Recreation Center,Senior Games,Tournament/Competition,Sport,Tier 1,102,Seniors
Recreation,,05/10/2019 05:00:00 PM,Manhattan,Recreation Center,Recreation Center 54,Celebrating Mother's Thru Art,Agency Produced Event,Arts/Culture,,64,Children;#Young Adult;#Adults;#Tot;#Teens;#Adaptive;#Seniors;#General Public
Recreation,,05/10/2019 06:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,A Mother's Love Paint Excusrion,Agency Produced Event,Arts/Culture,,21,General Public
Recreation,Art Students League,05/10/2019 06:30:00 PM,Queens,Recreation Center,Al Oerter Recreation Center,Make Your Mark Mandala Workshop,Open House,Arts/Culture,AC&F,25,General Public
Recreation,,05/10/2019 07:30:00 PM,Manhattan,Park,Bennett Park,Movies Under the Stars,Community Based Event,Mobile Unit,M.U.T.S,325,Tot;#Children;#General Public
Recreation,,05/10/2019 08:00:00 PM,Bronx,Park,Bill Rainey Park,Movies Under The Stars,Community Based Event,Mobile Unit,M.U.T.S,50,Tot;#Children;#Young Adult;#Adults;#Teens
Recreation,,05/11/2019 11:00:00 AM,Bronx,Playground,Patterson Playground,Bronx Health Event,Local Event,Mobile Unit,Play,60,General Public
Recreation,,05/11/2019 11:00:00 AM,Bronx,Playground,Agnes Haywood Playground,Ribbon Cutting,Agency Produced Event,Family Festival,,50,General Public
Recreation,,05/11/2019 11:00:00 AM,Bronx,Playground,Patterson Playground,Bronx Borough President,Community Based Event,Family Festival,,50,General Public
Urban Park Rangers,,05/11/2019 11:00:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Al Oerter Springfest 2019,Agency Produced Event,Family Festival,,150,General Public
Recreation,NY Presbyterian,05/11/2019 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Open House,Fitness,Fitness,15,Children;#Tot;#Adults;#Young Adult;#Teens
Recreation,Bike NYC,05/11/2019 11:00:00 AM,Queens,Playground,Horace Harding Playground,Learn to Ride,Open House,Fitness,Fitness,33,Teens;#Children
Recreation,,05/11/2019 12:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Sports Spectacular,Agency Produced Event,Sport,,10,General Public
Urban Park Rangers,Freshkills Park,05/11/2019 12:00:00 PM,Staten Island,Park,Freshkills Park,Freshkills Kayak Tour,Local Event,Sport,,18,General Public
Recreation,,05/11/2019 12:30:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,She Got Game,Agency Produced Event,Sport,,6,Adults;#Teens;#Seniors;#General Public
Recreation,Council Member Kallos,05/11/2019 01:00:00 PM,Manhattan,Park,Andrew Haswell Green Park,Jazz Concert: Lara Bello,Community Based Event,Arts/Culture,,85,General Public
Recreation,Jazz Foundation,05/11/2019 01:00:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Jazz Concert,Agency Produced Event,Arts/Culture,AC&F,40,General Public
Recreation,Council Member Donovan Richards,05/11/2019 01:00:00 PM,Queens,Park,Brookville Park,Spring Thing at Brookville Park,Local Event,Family Festival,Play,200,General Public
Recreation,Council Member Helen Rosenthal,05/11/2019 07:30:00 PM,Manhattan,Playground,Samuel N. Bennerson 2nd Playground,Movies Under the Stars,Community Based Event,Mobile Unit,M.U.T.S,100,General Public;#Teens;#Young Adult;#Children;#Adults
Recreation,,05/11/2019 07:30:00 PM,Staten Island,Park,Clove Lakes Park,Solo: A Star Wars Story (2018),Community Based Event,Mobile Unit,M.U.T.S,40,General Public
Recreation,,05/11/2019 08:00:00 PM,Bronx,Park,Bronx Park,Movies Under The Stars,Community Based Event,Mobile Unit,M.U.T.S,40,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public
Recreation,NYC Parks,05/15/2019 04:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Children's Art Exploration  Exhibition,Local Event,Arts/Culture,,80,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors;#Adaptive
Recreation,,05/15/2019 05:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Senior Game Night,Agency Produced Event,Sport,,2,Seniors
Recreation,Jazz Foundation,05/16/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Jazz Concert,Agency Produced Event,Arts/Culture,AC&F,90,General Public
Recreation,Council Member Levine,05/16/2019 08:00:00 PM,Manhattan,Playground,Booker T. Washington Playground,Movies Under the Stars: Mary Poppins Returns,Community Based Event,Mobile Unit,M.U.T.S,105,Children;#Adults;#Teens;#Seniors;#General Public
Recreation,,05/17/2019 08:00:00 AM,Brooklyn,Park,Bush-Clinton Playground,Spider-Man:Into the Spider-Verse(2018),Community Based Event,Mobile Unit,M.U.T.S,115,General Public
Recreation,,05/17/2019 04:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Teen Fitness Challenge,Agency Produced Event,Fitness,Fitness,12,Teens
Recreation,,05/17/2019 06:00:00 PM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Hamilton Fish Talent Showcase,Local Event,Performance,Dance,25,Young Adult;#Adults;#Teens;#Children
Recreation,,05/17/2019 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired By: Curtis Kulig,Agency Produced Event,Arts/Culture,,16,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public;#Children
Recreation,Jazz Association of America,05/17/2019 06:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,"Arts, Culture & Fun: Jazz Foundation Concert with Danny Walsh Quartet",Agency Produced Event,Arts/Culture,AC&F,85,Young Adult;#Adults;#Adaptive;#Seniors;#General Public
Recreation,,05/17/2019 07:30:00 PM,Staten Island,Park,Wolfe's Pond Park,Incredibles II (2018),Community Based Event,Mobile Unit,M.U.T.S,35,General Public
Recreation,Council Member Johnson,05/17/2019 08:00:00 PM,Manhattan,Park,De Witt Clinton Park,Movies Under the Stars: SmallFoot,Community Based Event,Mobile Unit,M.U.T.S,135,Tot;#Children;#Teens;#General Public
Recreation,Council Member Dromm,05/17/2019 08:30:00 PM,Queens,Playground,Frank D. O'Connor Playground,Mary Poppins Returns,Community Based Event,Mobile Unit,M.U.T.S,173,General Public
Recreation,Councilman Brannan,05/18/2019 08:00:00 AM,Brooklyn,Park,Bensonhurst Park,Incredibles 2(2018),Community Based Event,Mobile Unit,M.U.T.S,179,General Public
Recreation,Bike NYC,05/18/2019 11:00:00 AM,Queens,Park,Grover Cleveland Park,Learn to Ride,Community Based Event,Sport,,23,Children;#Teens
Recreation,City Parks Foundation,05/18/2019 11:00:00 AM,Bronx,Playground,Aquaduct,Aquaduct Walkway event,Community Based Event,Nature,,7,Children
Recreation,,05/18/2019 12:00:00 PM,Bronx,Park,Hunts Point Riverside Park,Flotilla,Agency Produced Event,Mobile Unit,Play,25,General Public
Recreation,NY Presbyterian/HUB,05/18/2019 12:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Teens Unite,Community Based Event,Arts/Culture,,300,Teens
Recreation,New York Presbyterian,05/18/2019 12:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Teens Unite,Agency Produced Event,Fitness,Lecture/Panel/Talk,325,Teens
Recreation,,05/18/2019 12:30:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Self-Care for Mothers and Families,Agency Produced Event,Family Festival,,85,General Public
Recreation,Council Member Holden,05/18/2019 01:00:00 PM,Queens,Playground,Rosemarys Playground,Spring Festival at Rosemarys Playground,Local Event,Family Festival,Play,1200,General Public
Recreation,Council Member Ben Kallos,05/18/2019 01:00:00 PM,Manhattan,Park,Carl Schurz Park,Family Day,Agency Produced Event,Family Festival,,2015,Tot;#Children;#Adults;#Teens;#Seniors;#General Public
Recreation,,05/18/2019 08:00:00 PM,Bronx,Park,Henry Hudson Park,Movies Under the Stars,Community Based Event,Mobile Unit,M.U.T.S,40,General Public
Recreation,Council Member Kallos,05/18/2019 08:00:00 PM,Manhattan,Park,John Jay Park,Movies Under the Stars: The Incredibles 2,Community Based Event,Mobile Unit,M.U.T.S,385,Children;#Teens;#General Public
Recreation,,05/18/2019 08:00:00 PM,Staten Island,Park,Father Macris Park,Bumblebee (2018),Community Based Event,Mobile Unit,M.U.T.S,65,General Public
Recreation,Council Member Constantinides,05/18/2019 08:30:00 PM,Queens,Playground,Hallets Cove Playground,Spiderman: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,68,General Public
Aquatics,,05/19/2019 10:00:00 AM,Queens,Recreation Center,Flushing Meadows Corona Park Pool & Rink,Borough Cup Championship,Tournament/Competition,Sport,Tier 1,928,Children;#General Public
Recreation,Family Day at Mauro Playground,05/19/2019 01:00:00 PM,Queens,Playground,Mauro Playground,Family Day at Mauro Playground,Local Event,Family Festival,Play,600,General Public
Recreation,Councilman Brannan,05/19/2019 08:00:00 PM,Brooklyn,Playground,Lt. Joseph Petrosino Park,Ralph Breaks the Internet(2018),Community Based Event,Mobile Unit,M.U.T.S,252,General Public
Urban Park Rangers,Bronxdale High School,05/20/2019 06:00:00 PM,Bronx,School,Bronxdale High School,Bronxdale High School Community Forum,Community Based Event,Academic/Out of School time,Lecture/Panel/Talk,40,Young Adult;#Teens;#General Public
Recreation,,05/22/2019 11:00:00 AM,Bronx,Park,Orchard Beach,Orchard Beach Opening Ceremony,Agency Produced Event,Mobile Unit,Play,55,General Public
Recreation,,05/22/2019 11:00:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,Golden Games,Agency Produced Event,Fitness,Fitness,16,Seniors
Recreation,Council Member Levine,05/22/2019 06:00:00 PM,Manhattan,Playground,Happy Warrior Playground,Movies Under the Stars: Aquaman,Community Based Event,Mobile Unit,M.U.T.S,160,Adults;#Young Adult;#Teens;#General Public
Recreation,,05/22/2019 06:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,FIt Fest 2019,Agency Produced Event,Fitness,Fitness,45,General Public
Recreation,Jazz Foundation of America,05/23/2019 06:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Jazz Concert with Marjorie Elliot and Friends,Agency Produced Event,Arts/Culture,AC&F,80,General Public
Recreation,Council Member Ayala,05/24/2019 06:00:00 PM,Manhattan,Park,Cherry Tree Park,Movies Under the Stars: Ralph Breaks the Internet,Community Based Event,Mobile Unit,M.U.T.S,85,Children;#Tot;#Young Adult;#General Public
Recreation,Jazz Foundation of America,05/24/2019 06:00:00 PM,Manhattan,Park,J. Hood Wright Park,Jazz Concert with Joaquin Pozo y La Clav Suena,Community Based Event,Arts/Culture,AC&F,350,General Public
Recreation,,05/24/2019 07:00:00 PM,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,The Lego Ninjago Movie (2017),Community Based Event,Mobile Unit,M.U.T.S,45,General Public
Recreation,,05/24/2019 08:00:00 PM,Bronx,Playground,Playground 52 LII,Movies Under the Stars,Community Based Event,Mobile Unit,,150,General Public
Recreation,,05/24/2019 08:00:00 PM,Bronx,Park,Frisch Field,Movies Under the Stars,Community Based Event,Mobile Unit,M.U.T.S,20,General Public
Recreation,,05/24/2019 08:00:00 PM,Manhattan,Park,J. Hood Wright Park,Movies Under the Stars: Mary Poppins Returns,Community Based Event,Mobile Unit,M.U.T.S,285,General Public;#Children;#Young Adult
Recreation,Council Member Koo,05/24/2019 08:30:00 PM,Queens,Park,Kissena Corridor Park,The LEGO Movie 2: The Second Part,Community Based Event,Mobile Unit,M.U.T.S,150,General Public
Recreation,Council Member Holden,05/25/2019 01:00:00 AM,Queens,Park,Frank Principe Park,Spring Festival at Frank Principe Park,Local Event,Family Festival,Play,400,General Public
Recreation,Bike NYC,05/25/2019 11:00:00 AM,Queens,Park,Arverne Playground,Learn to Ride,Community Based Event,Sport,,19,Children;#Teens
Recreation,,05/25/2019 01:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,MakerSpace: Build Your Own Glider,Agency Produced Event,Arts/Culture,,30,Children;#Teens
Recreation,Council Member Kallos,05/25/2019 04:00:00 PM,Manhattan,Playground,Stanley Isaacs Playground,Skate Night on the Upper East Side,Community Based Event,Family Festival,,185,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public
Recreation,Council member Johnson,05/25/2019 06:00:00 PM,Manhattan,Other,William F. Passannante Ballfield,Movies Under the Stars: Christopher Robin,Community Based Event,Mobile Unit,M.U.T.S,126,Children;#General Public
Recreation,,05/25/2019 08:00:00 PM,Bronx,Park,Tremont Park,Movies Under the Stars,Community Based Event,Mobile Unit,Movies,0,General Public
Recreation,Council Member Adams,05/25/2019 08:30:00 PM,Queens,Playground,Frederick B. Judge Playground,Spiderman: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,30,General Public
Recreation,,05/25/2019 08:30:00 PM,Staten Island,Park,Police Officer Russel Timoshenko Soccer Field,Jaws (1975),Community Based Event,Mobile Unit,M.U.T.S,75,General Public
Recreation,,05/26/2019 11:00:00 AM,Bronx,Other,Castle Hill YMCA,Hispanic Grand Council Picnic,Local Event,Mobile Unit,Play,10,General Public
Recreation,Council Member Lanceman,05/26/2019 01:00:00 PM,Queens,Playground,Ponomok Playground,Family Day at Ponomok Playground,Local Event,Family Festival,Play,250,General Public
Recreation,Council Member Kotlowitz,05/26/2019 08:30:00 PM,Queens,Park,Yellowstone Park,Mary Poppins Returns,Community Based Event,Mobile Unit,M.U.T.S,145,General Public
Recreation,"Friends of Cunningham, Council Member Grodechik",05/27/2019 12:00:00 AM,Queens,Park,Cunningham Park,Coming to America,Community Based Event,Mobile Unit,M.U.T.S,30,General Public
Recreation,,05/29/2019 07:00:00 AM,Manhattan,Recreation Center,Chelsea Recreation Center,National Senior Health Fitness Day,Agency Produced Event,Fitness,Fitness,150,Seniors
Recreation,,05/29/2019 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By Evita Tezeno,Agency Produced Event,Arts/Culture,,20,General Public
Recreation,The Jazz Foundation,05/30/2019 06:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,AC&F Jazz Concert Series with Aurhur Green,Agency Produced Event,Arts/Culture,AC&F,40,General Public;#Seniors;#Adults
Recreation,TIDE Film Festival,05/31/2019 12:00:00 AM,Brooklyn,Park,Fort Greene Park,TIDE Film Festival,Community Based Event,Mobile Unit,M.U.T.S,312,General Public
Aquatics,Bronx Recreation,05/31/2019 10:00:00 AM,Bronx,Recreation Center,St. Mary's Recreation Center,Senior Swim Olympics,Tournament/Competition,Sport,Aquatics,116,Seniors
Recreation,,05/31/2019 11:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Toddler Time Soccer Event,Community Based Event,Sport,Tier 2,75,Tot
Recreation,,05/31/2019 04:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Final Four Fridays,Tournament/Competition,Sport,Tier 1,32,Teens
Recreation,,05/31/2019 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,AC&F Jazz Concert Series with Ginetta Vendetta,Agency Produced Event,Arts/Culture,AC&F,82,General Public
Recreation,,05/31/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Art Inspired by Peju Altise,Agency Produced Event,Arts/Culture,,15,General Public
Recreation,Speaker Corey Johnson,05/31/2019 06:30:00 PM,Manhattan,Park,Chelsea Park,Movies Under the Stars: Bumblebee,Community Based Event,Mobile Unit,M.U.T.S,165,General Public;#Teens;#Adults
Recreation,,05/31/2019 07:00:00 PM,Manhattan,Recreation Center,Recreation Center 54,Talent Unlimited,Agency Produced Event,Performance,,61,General Public
Recreation,"Councilman Brannan, Sound Off",05/31/2019 07:30:00 PM,Brooklyn,Other,American Veterans Memorial Pier,Silent Disco,Community Based Event,Mobile Unit,Music,550,Young Adult;#Adults;#Teens;#Seniors;#General Public
Recreation,,05/31/2019 08:00:00 PM,Bronx,Playground,Dawson Playground,Movies Under the Stars,Community Based Event,Mobile Unit,M.U.T.S,140,General Public
Recreation,,05/31/2019 08:00:00 PM,Bronx,Playground,Woodlawn Playground,Movies Under the Stars,Community Based Event,Mobile Unit,M.U.T.S,50,General Public
Recreation,"Friends of Raimonda Park, CM Constantinides",05/31/2019 08:30:00 PM,Queens,Playground,Paul Raimonda Playground,E.T.: The Extra-Terrestrial,Community Based Event,Mobile Unit,M.U.T.S,160,General Public
Recreation,,05/31/2019 08:30:00 PM,Staten Island,Park,CPL. Thompson Park,Creed II (2018),Community Based Event,Mobile Unit,M.U.T.S,45,General Public
Recreation,Councilman Eugene,06/01/2019 12:00:00 AM,Brooklyn,Playground,Marc And Jason's Playground,Ralph Breaks the Internet(2018),Community Based Event,Mobile Unit,M.U.T.S,86,General Public
