Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
Recreation,Council Member Daneek Miller,06/27/2019 12:00:00 PM,Queens,Park,Detective Keith L Williams Park,Family Day Event,Community Based Event,Family Festival,Play,181,General Public
Recreation,,06/27/2019 01:00:00 PM,Bronx,Other,Edenwald Community Center,Fatherhood Resource Day,Community Based Event,Mobile Unit,Play,50,General Public
Urban Park Rangers,,06/27/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Jaw Dropping Sharks,Agency Produced Event,Nature,Cool Pools,35,General Public
Urban Park Rangers,,06/27/2019 02:30:00 PM,Bronx,Pool,Claremont,Trivia and Hungry Hermit Crabs,Agency Produced Event,Nature,Cool Pools,65,General Public
Urban Park Rangers,,06/27/2019 02:30:00 PM,Queens,Pool,Liberty,Gone Fishin',Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,06/27/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,64,General Public
Urban Park Rangers,,06/27/2019 03:00:00 PM,Manhattan,Pool,Wagner,Bugging Out,Agency Produced Event,Nature,Cool Pools,90,General Public
Urban Park Rangers,,06/27/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Fish or Not a Fish,Agency Produced Event,Nature,Cool Pools,47,General Public
Recreation,"Skaterobics, Councilman Deutsch",06/27/2019 05:00:00 PM,Brooklyn,Park,Kelly Park,Community Roller Skate,Community Based Event,Arts/Culture,Play,500,General Public
Recreation,,06/27/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Step Into Dancing Line Dance Event,Agency Produced Event,Fitness,Dance,20,General Public
Recreation,AC&F,06/27/2019 07:00:00 PM,Manhattan,Park,Washington Square Park,MUTS: Rebels on Pointe,Community Based Event,Mobile Unit,M.U.T.S,550,General Public
Recreation,Council Memebr Levine,06/27/2019 07:00:00 PM,Manhattan,Playground,Wright Brothers Playground,MUTS: BlacKkKlansman,Community Based Event,Mobile Unit,M.U.T.S,165,General Public
Recreation,,06/27/2019 08:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Pride Movie Series: Bohemian Rhapsody,Community Based Event,Arts/Culture,Movies,282,Children;#Adults;#Young Adult;#Teens;#General Public;#Seniors;#Adaptive
Recreation,CM Constantinides,06/27/2019 08:30:00 PM,Queens,Park,Louis C. Moser Park,Frozen,Community Based Event,Mobile Unit,M.U.T.S,75,General Public
Recreation,CM Koo,06/27/2019 08:30:00 PM,Queens,Playground,Colden Playground,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,200,General Public
Recreation,Council Member Donovan Richards,06/28/2019 04:00:00 AM,Queens,Playground,PS 38,Skating Day at PS 38,Local Event,Family Festival,Play,67,General Public
Urban Park Rangers,,06/28/2019 10:00:00 AM,Manhattan,Pool,Wagner,Buggin' Out,Agency Produced Event,Nature,Cool Pools,38,General Public
Urban Park Rangers,,06/28/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Leapin' Frogs,Agency Produced Event,Nature,Cool Pools,15,General Public
Urban Park Rangers,,06/28/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Fish or not a Fish,Agency Produced Event,Nature,Cool Pools,35,General Public
Urban Park Rangers,,06/28/2019 10:30:00 AM,Bronx,Pool,Claremont,Agency Produced Event,Agency Produced Event,Nature,Cool Pools,98,Children;#Adults;#Teens;#Young Adult;#Tot
Urban Park Rangers,,06/28/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,120,General Public
Urban Park Rangers,,06/28/2019 11:00:00 AM,Queens,Pool,Fisher Pool,Connect Four,Agency Produced Event,Nature,Cool Pools,65,General Public
Recreation,Sinergia Inc.,06/28/2019 11:00:00 AM,Manhattan,Park,Morningside Park,Play Mobile,Community Based Event,Mobile Unit,Play,100,Teens;#Children;#Tot
Recreation,,06/28/2019 12:00:00 PM,Queens,Park,Kissena Park,Family Day,Community Based Event,Mobile Unit,Play,231,General Public
Urban Park Rangers,Public,06/28/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,,06/28/2019 02:30:00 PM,Queens,Pool,Liberty,Connect Four,Agency Produced Event,Nature,Cool Pools,30,General Public
Urban Park Rangers,,06/28/2019 02:30:00 PM,Bronx,Pool,Mapes,,Agency Produced Event,Nature,Cool Pools,60,General Public
Urban Park Rangers,,06/28/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Leapin' Frogs,Agency Produced Event,Nature,Cool Pools,31,General Public
Urban Park Rangers,,06/28/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Turtle Time,Agency Produced Event,Nature,Cool Pools,25,General Public
Recreation,Council Member Peter Koo,06/28/2019 03:30:00 PM,Queens,Playground,Kissena Playground,Hello to Summer at Kissena Park Playground,Local Event,Family Festival,Play,225,General Public
Recreation,Council Member Donovan Richards,06/28/2019 04:00:00 PM,Queens,Playground,PS 38,Skating Day at PS 38,Local Event,Family Festival,Play,67,General Public
Recreation,,06/28/2019 04:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Sports Award Ceremony,Agency Produced Event,Sport,Awards,85,Children
Recreation,,06/28/2019 04:00:00 PM,Bronx,Park,Concrete Plant Park,Community Fridays,Community Based Event,Mobile Unit,Play,25,General Public
Recreation,,06/28/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Art Inspired By Thierry Bush,Agency Produced Event,Arts/Culture,,18,General Public
Recreation,Musuem of Chinese in America,06/28/2019 07:00:00 PM,Manhattan,Park,Columbus Park,"MUTS: Crazy, Rich Asians",Community Based Event,Mobile Unit,M.U.T.S,1223,General Public
Recreation,,06/28/2019 08:30:00 PM,Bronx,Park,Barretto Point Park,Hotel Transylvania 3: Summer Vacation,Community Based Event,Mobile Unit,M.U.T.S,50,General Public
Recreation,,06/28/2019 08:30:00 PM,Bronx,Park,Bill Rainey Park,Capatain Marvel,Community Based Event,Mobile Unit,M.U.T.S,130,General Public
Recreation,CM Constantinides; Friends of Paul Raimonda,06/28/2019 08:30:00 PM,Queens,Playground,Paul Raimonda Playground,Diary of a Wimpy Kid: The Long Haul,Community Based Event,Mobile Unit,M.U.T.S,115,General Public
Recreation,Cherry Orchard Festival,06/28/2019 08:30:00 PM,Staten Island,Park,Wolfe's Pond Park,Moscow Does Not Believe in Tears (1980),Community Based Event,Mobile Unit,M.U.T.S,100,General Public
Recreation,MOME,06/29/2019 07:00:00 AM,Queens,Park,Hunters Point Park South,New York Music Month Concert Series-Celebration of Disco,Community Based Event,Performance,Music,525,General Public
Urban Park Rangers,,06/29/2019 10:30:00 AM,Bronx,Pool,Claremont,Animal Ambassador,Agency Produced Event,Nature,Cool Pools,28,General Public
Urban Park Rangers,,06/29/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Tree Mystery Box,Agency Produced Event,Nature,Cool Pools,15,General Public
Urban Park Rangers,,06/29/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,85,General Public
Urban Park Rangers,,06/29/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Deer Survival Game,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,06/29/2019 11:00:00 AM,Queens,Pool,Fisher Pool,Gone Fishin',Agency Produced Event,Nature,Cool Pools,55,General Public
Recreation,Bike NYC,06/29/2019 11:00:00 AM,Queens,Park,Annadale,Learn to Ride,Community Based Event,Sport,Play,34,Children
Recreation,,06/29/2019 11:00:00 AM,Bronx,Other,4750 White Plains Road,Street Fair Extravaganza,Local Event,Mobile Unit,Play,30,General Public
Recreation,,06/29/2019 12:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,3rd Annual Force Family Fun Day,Agency Produced Event,Family Festival,,72,Children
Recreation,,06/29/2019 12:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Ultimate Obstacle Course,Agency Produced Event,Fitness,Play,15,Teens
Recreation,Council Member Rory Lancman,06/29/2019 01:00:00 PM,Queens,Park,Captain Tilly Park,Family Day at Captain Tilly Park,Local Event,Family Festival,Play,250,General Public
Recreation,Harlem Dance Club,06/29/2019 01:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Harlem Dance Club Workshop,Local Event,Arts/Culture,Dance,130,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,115,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Deer Survival Game,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Queens,Pool,Liberty,Connect Four,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Bronx,Pool,Mapes,,Agency Produced Event,Nature,Cool Pools,40,General Public
Urban Park Rangers,,06/29/2019 03:00:00 PM,Manhattan,Pool,Wagner,All the Trees,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,06/29/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Tree Mystery Box,Agency Produced Event,Nature,Cool Pools,27,General Public
Recreation,"Sound Off, Councilman Justin Branan",06/29/2019 07:00:00 PM,Brooklyn,Other,American Veterans Memorial Pier,Silent Disco,Community Based Event,Arts/Culture,Music,650,General Public
Recreation,,06/29/2019 07:00:00 PM,Manhattan,Park,Martin Luther King Jr. Park,MUTS: If Beale Street Could Talk,Community Based Event,Mobile Unit,M.U.T.S,189,General Public
Recreation,,06/29/2019 08:30:00 PM,Bronx,Playground,Bufano,Bumble Bee,Community Based Event,Mobile Unit,M.U.T.S,0,General Public
Recreation,CM Dromm; Jackson Heights Beautification Group,06/29/2019 08:30:00 PM,Queens,Park,Travers Park,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,300,General Public
Urban Park Rangers,,06/30/2019 10:00:00 AM,Manhattan,Pool,Dry Dock,Bird Bonanza,Agency Produced Event,Nature,Cool Pools,13,General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Frog frenzy,Agency Produced Event,Nature,Cool Pools,25,General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Gone Fishin',Agency Produced Event,Nature,Cool Pools,35,General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,60,General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Bronx,Pool,Claremont,Funky Skunk Fun,Agency Produced Event,Nature,Cool Pools,12,General Public
Recreation,Council Member Rory Lancman,06/30/2019 01:00:00 PM,Queens,Playground,Electric Playground,Family Day at Electric Playground,Community Based Event,Family Festival,Play,220,General Public
Recreation,,06/30/2019 02:00:00 PM,Bronx,Park,Tremont Park,Community Festival,Community Based Event,Mobile Unit,Play,40,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Bronx,Pool,Mapes,Squirrel World,Agency Produced Event,Nature,Cool Pools,30,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Queens,Pool,Liberty,Gone Fishin',Agency Produced Event,Nature,Cool Pools,65,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Frog Frenzy!,Agency Produced Event,Nature,Cool Pools,30,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Meet Sam the Snake and fishing game,Agency Produced Event,Nature,Cool Pools,60,General Public
Urban Park Rangers,,06/30/2019 03:00:00 PM,Manhattan,Pool,Wagner,Bird Bonanza,Agency Produced Event,Nature,Cool Pools,41,General Public
Urban Park Rangers,,06/30/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Speak for the Trees,Agency Produced Event,Nature,Cool Pools,9,General Public
Recreation,Art Of Brooklyn Film Festival,06/30/2019 08:30:00 PM,Brooklyn,Park,Sunset Park,Hip Hop Film Festival,Community Based Event,Mobile Unit,M.U.T.S,500,General Public
Recreation,,07/01/2019 12:00:00 AM,Brooklyn,Park,Maria Hernandez Park,Spider-Man:Into the Spider-Verse(2018),Community Based Event,Mobile Unit,M.U.T.S,305,General Public
Recreation,,07/01/2019 09:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,National Parks and Recreation Open House Month,Open House,Fitness,Fitness,100,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public
Recreation,,07/01/2019 09:00:00 AM,Bronx,Pool,Mapes,Cool Pools - Shape Up NYC,Community Based Event,Fitness,Cool Pools,2,Adults;#Teens
Urban Park Rangers,,07/01/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Predators Vs Prey,Agency Produced Event,Nature,Cool Pools,33,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Bronx,Pool,Claremont,Fish quiz & Create-a-Fish,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Turtle Takeover,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Fishing at Fisher,Agency Produced Event,Nature,Cool Pools,57,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Predator vs. Prey,Agency Produced Event,Nature,Cool Pools,40,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Queens,Pool,Liberty,Bird Detective,Agency Produced Event,Nature,Cool Pools,36,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Bronx,Pool,Mapes,Connect 4 and Trivia,Agency Produced Event,Nature,Cool Pools,41,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Manhattan,Pool,Sheltering Arms,Turtle Takeover!,Agency Produced Event,Nature,Cool Pools,48,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,42,General Public
Urban Park Rangers,,07/01/2019 03:15:00 PM,Manhattan,Pool,Wagner,Mammals Rule the planet,Community Based Event,Nature,Cool Pools,19,Children;#Young Adult;#Adults;#Teens;#Tot
Recreation,,07/02/2019 09:00:00 AM,Bronx,Playground,Claremont,Shape Up NYC Cool Pool,Community Based Event,Fitness,Cool Pools,0,Adults;#Teens
Urban Park Rangers,,07/02/2019 10:00:00 AM,Manhattan,Pool,Wagner,Who's egg is this?,Agency Produced Event,Nature,Cool Pools,6,General Public
Urban Park Rangers,,07/02/2019 10:00:00 AM,Manhattan,Pool,Sheltering Arms,Bird Bonanza,Agency Produced Event,Nature,Cool Pools,2,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Play Possum,Agency Produced Event,Nature,Cool Pools,15,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Wampum belt coloring,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,39,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Bronx,Pool,Claremont,It's Lit!: Fireflies and Other Bugs,Agency Produced Event,Nature,Cool Pools,6,Young Adult;#Children;#Teens
Urban Park Rangers,,07/02/2019 10:45:00 AM,Queens,Pool,Fisher Pool,Animal Friends and Connect Four,Agency Produced Event,Nature,Cool Pools,84,General Public
Recreation,,07/02/2019 01:00:00 PM,Bronx,Pool,Mapes,Zumba w/GiGi,Agency Produced Event,Fitness,Cool Pools,16,Adults;#Seniors
Recreation,,07/02/2019 01:00:00 PM,Bronx,Pool,Mapes,Cool Pools,Agency Produced Event,Mobile Unit,Play,62,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Play Possun,Agency Produced Event,Nature,Cool Pools,54,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Queens,Pool,Liberty,"Dwayne ""The Rock"" Dove Connect 4 Championship",Agency Produced Event,Nature,Cool Pools,23,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,37,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Bronx,Pool,Mapes,Hungry Hungry Hermit Crabs,Agency Produced Event,Nature,Cool Pools,36,Children;#Young Adult;#Adults;#Teens
Recreation,,07/02/2019 07:00:00 PM,Manhattan,Park,Washington Square Park,MUTS: The Tango Lesson,Community Based Event,Mobile Unit,M.U.T.S,350,General Public
Recreation,,07/02/2019 08:30:00 PM,Queens,Park,Roy Wilkins Park,Jurassic World: Fallen Kingdom,Community Based Event,Mobile Unit,M.U.T.S,12,General Public
Recreation,Brooklyn Rec,07/02/2019 08:30:00 PM,Brooklyn,Park,Prospect Park,"""On The Basis Of Sex"" Movie Night",Community Based Event,Mobile Unit,M.U.T.S,275,General Public
Recreation,,07/03/2019 12:00:00 AM,Brooklyn,Playground,Thomas Greene Playground,The Lego Movie 2: The Second Part,Community Based Event,Mobile Unit,M.U.T.S,105,General Public
Recreation,,07/03/2019 12:00:00 AM,Brooklyn,Park,Cooper Park,Creed 2(2018),Community Based Event,Mobile Unit,M.U.T.S,157,General Public
Recreation,,07/03/2019 09:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Jump In To Fall Open House Week,Open House,Fitness,Fitness,100,Young Adult;#Adults;#Children;#Teens;#Seniors;#Adaptive;#General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Manhattan,Pool,Wagner,Camoflauge games,Agency Produced Event,Nature,Cool Pools,10,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Who's egg is it?,Agency Produced Event,Nature,Cool Pools,4,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Ocean Wonders,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Bronx,Pool,Claremont,Meet Ya Neighbors,Agency Produced Event,Nature,Cool Pools,24,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Nature Time and Backyard Bass,Agency Produced Event,Nature,Cool Pools,52,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Manhattan,Pool,Sheltering Arms,Don't be STUMPED! come learn about trees,Agency Produced Event,Nature,Cool Pools,4,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,54,General Public
Recreation,Brooklyn Play Mobile/Miriam Garay,07/03/2019 11:00:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pool,Agency Produced Event,Mobile Unit,Play,61,General Public
Recreation,,07/03/2019 01:00:00 PM,Bronx,Pool,Claremont,Cool Pools,Agency Produced Event,Mobile Unit,Play,71,General Public
Urban Park Rangers,,07/03/2019 02:30:00 PM,Staten Island,Pool,Tottenville,,Agency Produced Event,Nature,Cool Pools,21,General Public
Urban Park Rangers,,07/03/2019 02:30:00 PM,Bronx,Pool,Mapes,Meet Your Neighbors,Agency Produced Event,Nature,Cool Pools,52,General Public
Urban Park Rangers,,07/03/2019 02:30:00 PM,Queens,Pool,Liberty,Cool Pool Connect 4,Agency Produced Event,Nature,Cool Pools,25,General Public
Urban Park Rangers,Cool Pools,07/03/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,48,General Public
Recreation,,07/03/2019 06:00:00 PM,Manhattan,Pool,Wagner,Shape Up NYC Cool Pool,Community Based Event,Fitness,Cool Pools,0,Adults
Recreation,,07/03/2019 06:00:00 PM,Bronx,Pool,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,Fitness,Cool Pools,11,Adults
Recreation,,07/03/2019 07:00:00 PM,Manhattan,Playground,Vesuvio Playground,MUTS: Sgt. Stubby: An American Hero,Community Based Event,Mobile Unit,M.U.T.S,125,Children;#General Public
Recreation,,07/03/2019 08:30:00 PM,Staten Island,Park,Detective Russel Timoshenko Soccer Field,Ghostbusters (1984),Community Based Event,Mobile Unit,M.U.T.S,65,General Public
Recreation,,07/03/2019 08:45:00 PM,Queens,Park,Kissena Park,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,100,General Public
Recreation,CM Koo,07/03/2019 08:45:00 PM,Queens,Park,Kissena Park,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,100,General Public
Urban Park Rangers,,07/04/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Buggin Out,Agency Produced Event,Nature,Cool Pools,31,General Public
Urban Park Rangers,,07/04/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Frog Frenzy,Agency Produced Event,Nature,Cool Pools,5,General Public
Urban Park Rangers,,07/04/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,,07/04/2019 10:30:00 AM,Bronx,Pool,Claremont,Turtle Time,Agency Produced Event,Nature,Cool Pools,21,General Public
Urban Park Rangers,,07/04/2019 10:40:00 AM,Queens,Pool,Fisher Pool,Fishing or Swimming,Agency Produced Event,Nature,Cool Pools,35,General Public
Urban Park Rangers,,07/04/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Frog Frenzy!,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,,07/04/2019 02:30:00 PM,Queens,Pool,Liberty,Connect Fourth,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,07/04/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,07/04/2019 02:30:00 PM,Bronx,Pool,Mapes,Turtle Time,Agency Produced Event,Nature,Cool Pools,35,General Public
Urban Park Rangers,,07/04/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Cool Creatures Camouflagin'!,Agency Produced Event,Nature,Cool Pools,28,General Public
Urban Park Rangers,,07/04/2019 03:15:00 PM,Manhattan,Pool,Wagner,Camouflage,Agency Produced Event,Nature,Cool Pools,21,General Public
Urban Park Rangers,,07/05/2019 10:15:00 AM,Manhattan,Pool,Dry Dock,"Pistols, Petals and Pollinators at the Pool",Agency Produced Event,Nature,Cool Pools,6,General Public
Urban Park Rangers,,07/05/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Backyard Bass,Agency Produced Event,Nature,Cool Pools,32,General Public
Urban Park Rangers,,07/05/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,63,General Public
Urban Park Rangers,General Public,07/05/2019 10:30:00 AM,Bronx,Pool,Mapes,Wildlife Viewing,Agency Produced Event,Nature,Cool Pools,26,General Public
Urban Park Rangers,,07/05/2019 10:30:00 AM,Staten Island,Pool,West Brighton,,Agency Produced Event,Nature,Cool Pools,9,General Public
Urban Park Rangers,General Public,07/05/2019 10:30:00 AM,Bronx,Pool,Claremont,Wildlife Viewing,Agency Produced Event,Nature,Cool Pools,0,General Public
Urban Park Rangers,,07/05/2019 02:30:00 PM,Queens,Pool,Liberty,Cool Connect Four Friday,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/05/2019 02:30:00 PM,Staten Island,Pool,Tottenville,,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,07/05/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,37,General Public
Urban Park Rangers,,07/05/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,"Flowers, Flowers, Flowers",Agency Produced Event,Nature,Cool Pools,9,General Public
Urban Park Rangers,,07/05/2019 03:00:00 PM,Manhattan,Pool,Wagner,Dah Birds,Agency Produced Event,Nature,Cool Pools,25,General Public
Urban Park Rangers,Fort Tryon Trust,07/05/2019 07:00:00 PM,Manhattan,Park,Fort Tryon Park,Fire Fly PJ Party,Agency Produced Event,Nature,,60,General Public
Recreation,,07/05/2019 07:00:00 PM,Manhattan,Playground,Tecumseh Playground,MUTS: A Star is Born,Community Based Event,Mobile Unit,M.U.T.S,500,General Public
Recreation,,07/05/2019 08:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Black Panther,Community Based Event,Mobile Unit,M.U.T.S,129,Teens;#Adults;#Young Adult;#Seniors;#Adaptive
Recreation,Rockaway Administrator,07/05/2019 08:45:00 PM,Queens,Playground,Beach 59th St Playground,Avengers: Infinity War,Community Based Event,Mobile Unit,M.U.T.S,150,General Public
Recreation,,07/05/2019 08:45:00 PM,Staten Island,Park,Westerleigh Park,Ralph Breaks the Internet (2018),Community Based Event,Mobile Unit,M.U.T.S,70,General Public
Urban Park Rangers,,07/06/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Connecting via Connect Four,Agency Produced Event,Nature,Cool Pools,16,General Public
Urban Park Rangers,,07/06/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Jeopardy,Agency Produced Event,Nature,Cool Pools,4,General Public
Urban Park Rangers,,07/06/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Animal Trivia,Agency Produced Event,Nature,Cool Pools,9,General Public
Urban Park Rangers,,07/06/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,70,General Public
Urban Park Rangers,General Public,07/06/2019 10:30:00 AM,Bronx,Pool,Mapes,Wildlife Viewing,Agency Produced Event,Nature,Cool Pools,12,General Public
Recreation,WT Athletics,07/06/2019 11:00:00 AM,Manhattan,Playground,Bill Bojangles Robinson Playground,Play Mobile,Community Based Event,Mobile Unit,Play,150,Tot;#Children;#Teens
Urban Park Rangers,Wildlife NYC,07/06/2019 12:00:00 PM,Queens,Other,Rockaway Beach and Boardwalk,Plover Day,Agency Produced Event,Nature,,73,General Public
Recreation,,07/06/2019 12:00:00 PM,Bronx,Other,1317 Fulton Avenue Bronx New York,Bringing the Peace,Community Based Event,Mobile Unit,Play,45,General Public
Urban Park Rangers,,07/06/2019 02:30:00 PM,Staten Island,Pool,Tottenville,,Agency Produced Event,Nature,Cool Pools,0,General Public
Urban Park Rangers,,07/06/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,0,General Public
Urban Park Rangers,General Public,07/06/2019 02:30:00 PM,Bronx,Pool,Claremont,Wildlife Viewing,Agency Produced Event,Nature,Cool Pools,0,General Public
Urban Park Rangers,,07/06/2019 02:40:00 PM,Queens,Pool,Liberty,Cool Pool Connect 4,Agency Produced Event,Nature,Cool Pools,5,General Public
Urban Park Rangers,,07/06/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,feather frenzy - pool closed,Agency Produced Event,Nature,Cool Pools,0,General Public
Urban Park Rangers,,07/06/2019 03:00:00 PM,Manhattan,Pool,Wagner,Flower Frenzy - pool closed,Agency Produced Event,Nature,Cool Pools,0,General Public
